bodyId,layer_mean,layer_olf_mean,layer_th_mean
332344592,3.47,3.508,4.85
332344670,3.185,3.206,4.831
332344760,3.157,3.195,5.367
332344908,3.209,3.224,5.331
332349228,3.423,3.484,4.8
332349327,3.11,3.109,5.225
332353106,3.145,3.172,5.199
332353336,3.282,3.261,5.305
332353438,3.313,3.35,5.21
332353566,3.395,3.394,5.268
332685594,3.19,3.213,4.776
332685751,3.272,3.291,5.374
332685755,3.191,3.172,5.149
332689776,3.294,3.315,5.363
332690153,3.163,3.166,5.221
333030976,3.163,3.155,5.516
333031114,3.446,3.401,5.316
333035349,3.293,3.295,5.398
333039671,3.171,3.181,5.289
354775482,3.263,3.303,4.884
354779890,3.266,3.287,4.782
354797099,4.696,4.813,5.231
355073569,4.985,5.2,6.052
355077858,5.019,5.117,6.262
355086967,4.935,4.971,5.791
355133859,4.112,4.645,4.435
355453590,4.152,4.859,4.349
355651857,6.637,6.74,7.196
355816896,3.408,3.955,3.663
356131764,3.12,3.114,5.131
356136008,4.141,4.76,4.372
356140100,5.016,5.361,5.302
356140121,5.59,5.727,6.197
356144721,4.604,4.686,5.334
356153135,3.641,4.012,4.021
356429209,3.901,4.464,4.48
356467849,3.464,3.465,4.978
356468264,4.023,4.465,4.328
356472628,4.179,4.55,4.464
356472645,3.683,4.421,3.862
356472660,3.325,4.402,3.376
356481698,5.005,5.047,6.083
356486199,4.072,4.086,5.213
356490891,4.658,4.772,5.271
356494648,4.728,4.81,5.457
356499529,3.553,3.583,5.253
356503889,3.919,4.565,4.082
356517307,5.32,5.371,6.17
356670712,6.7,6.813,7.315
356809554,4.089,4.181,5.085
356809556,5.167,5.451,5.699
356818390,4.706,4.793,5.53
356818551,4.677,5.406,4.802
356818664,3.543,3.532,5.158
356823065,3.586,3.618,4.92
356832459,4.363,4.432,5.14
356832508,4.004,4.008,5.108
356835277,4.167,4.739,4.329
356844539,4.107,4.352,4.48
356878521,5.592,5.907,6.002
356909006,5.97,6.075,6.703
356913605,5.799,6.095,6.043
357146296,3.677,4.123,4.073
357150583,3.264,4.126,3.354
357160116,3.943,3.935,5.356
357223889,6.246,6.442,6.837
357224041,4.696,5.058,5.299
357245785,5.778,6.021,6.286
357249472,5.859,6.176,6.236
357249642,5.849,6.042,6.293
357249801,5.537,5.812,5.973
357249838,5.698,5.878,6.206
357249875,5.814,6.043,6.207
357250005,6.034,6.113,6.674
357250124,5.82,6.064,6.356
357250238,5.602,5.894,5.932
357482735,4.731,5.206,4.932
357490931,3.238,3.221,4.97
357496172,4.26,4.283,5.479
357505462,4.494,4.541,5.413
357515217,4.709,4.903,5.313
357522097,4.487,4.637,4.971
357522570,4.43,4.713,4.772
357530358,4.713,4.84,5.397
357569116,6.066,6.238,6.73
357569231,5.747,5.819,6.31
357569240,6.138,6.261,6.787
357573154,5.42,5.67,5.83
357573309,6.034,6.22,6.676
357581846,5.368,5.521,6.096
357581860,4.996,4.989,6.19
357581939,5.158,5.258,6.212
357599074,5.764,6.127,5.966
357663649,6.595,6.763,7.17
357814777,5.053,5.65,5.278
357823645,3.11,3.111,5.132
357832762,4.431,4.442,5.304
357842366,4.697,4.728,5.701
357855613,3.855,4.029,4.72
357859600,4.606,4.615,5.71
357862532,4.679,4.893,5.284
357863646,4.777,5.083,5.223
357901388,4.835,4.976,5.435
357909813,6.065,6.106,6.64
357919199,6.202,6.335,6.767
357923095,4.829,5.593,4.91
357932060,5.347,5.602,5.786
357940977,5.264,5.779,5.432
357944721,5.702,6.091,6.033
357944930,4.889,5.614,5.019
357945095,4.077,4.937,4.25
357945155,5.515,5.92,5.743
357949102,5.245,5.771,5.35
357949364,4.961,5.726,5.023
357953145,5.157,5.884,5.253
358197007,5.008,5.082,5.762
358197600,5.078,5.195,5.577
358208973,4.336,4.753,4.737
358209090,4.831,5.322,5.302
358209104,4.817,5.256,5.235
358209154,4.618,4.824,5.128
358213022,5.167,5.474,5.699
358251878,5.704,5.761,6.324
358259842,6.075,6.229,6.748
358264919,4.858,5.379,5.092
358264979,4.551,4.703,5.149
358272988,4.777,4.84,6.001
358277352,5.54,6.172,5.574
358281935,5.246,5.739,5.453
358281997,5.742,6.175,5.914
358285424,4.743,5.196,4.95
358286194,5.193,5.692,5.344
358286385,6.131,6.518,6.336
358286442,4.246,5.229,4.396
358290727,5.554,5.988,5.708
358290805,5.987,6.343,6.253
358295017,5.361,5.88,5.496
358424052,6.462,6.577,6.994
358501372,4.553,4.603,5.516
358514340,5.134,5.275,5.875
358515278,4.203,4.544,4.459
358529697,4.334,4.39,5.652
358538040,3.438,3.527,4.829
358538491,3.634,3.828,4.573
358541542,3.478,3.498,4.93
358545984,4.564,4.589,5.845
358593042,5.845,6.129,6.258
358613806,5.18,5.241,6.263
358613830,5.603,5.78,6.203
358627224,5.405,5.838,5.581
358631295,5.146,5.65,5.19
358631384,5.885,6.33,6.05
358631450,4.918,5.527,5.055
358631537,4.253,5.144,4.418
358635284,5.444,5.66,5.834
358639742,5.763,6.179,5.921
358639884,4.184,4.911,4.354
358847551,5.162,5.362,5.786
358865451,3.314,3.326,4.853
358870425,4.785,4.89,5.436
358874595,4.381,4.297,5.767
358877435,4.663,4.692,5.731
358878546,4.275,4.493,5.118
358879127,4.487,4.539,5.619
358890923,4.758,4.801,5.912
358899943,4.202,4.343,5.191
358976440,4.797,5.356,4.974
358976515,5.309,5.777,5.453
358985893,5.64,6.17,5.791
359027729,5.849,6.146,6.201
359066834,6.211,6.547,6.581
359183551,4.277,4.45,4.793
359210228,3.967,4.125,5.082
359210479,4.575,4.657,5.626
359214479,3.366,3.381,5.286
359215268,4.743,4.83,5.673
359218739,4.6,4.677,5.78
359218762,4.568,4.62,5.722
359219263,4.434,4.517,5.357
359219503,4.324,4.601,4.943
359219722,4.958,5.0,6.087
359223830,3.735,3.712,5.453
359227113,4.745,4.729,5.966
359240144,4.691,4.739,5.959
359240396,5.325,5.392,6.197
359279388,4.031,4.023,5.417
359287673,5.24,5.442,5.915
359292188,5.897,6.053,6.486
359317340,5.445,5.675,5.92
359317640,6.171,6.512,6.394
359326692,5.417,5.991,5.691
359326764,5.289,5.858,5.405
359524536,3.433,3.461,4.631
359529027,4.301,4.425,5.064
359555152,4.595,4.609,5.747
359555628,3.549,3.527,5.363
359555689,3.692,3.707,5.46
359556017,4.423,4.411,5.731
359560118,3.714,3.74,5.393
359560701,4.597,4.647,5.882
359560762,3.421,3.429,5.182
359564703,4.752,4.759,5.882
359568205,4.033,4.019,5.651
359568460,4.117,4.118,5.664
359581549,3.727,3.771,5.677
359586213,5.094,5.111,6.195
359594119,5.03,4.998,6.101
359598627,4.235,4.258,5.776
359628017,5.053,5.061,6.183
359637824,5.079,5.125,6.085
359744514,6.344,6.584,6.649
359749513,5.953,6.181,6.461
359891881,3.413,3.444,5.298
359892436,3.224,3.165,5.412
359892669,4.369,4.399,5.447
359897288,4.23,4.26,5.628
359897526,4.577,4.622,5.602
359900300,4.507,4.452,5.74
359901157,4.296,4.319,5.588
359905678,4.002,3.989,5.53
359913281,4.129,4.209,5.328
359913782,3.365,3.415,5.003
359917896,4.601,4.641,5.896
359918228,4.84,4.884,5.811
359926718,4.937,4.968,5.999
359926731,4.848,4.948,6.053
359926787,4.963,5.15,5.987
359926923,4.716,4.74,5.737
359931311,5.008,5.025,5.936
359944162,4.76,4.785,6.037
359974171,5.021,5.024,6.239
360086302,6.156,6.53,6.394
360236724,4.424,4.455,5.735
360236750,3.137,3.142,5.436
360237353,3.74,3.748,5.62
360237650,4.406,4.422,5.734
360238069,3.925,3.936,5.367
360242173,4.461,4.465,5.757
360245971,4.595,4.6,5.897
360246734,3.74,3.738,5.364
360246848,4.722,4.808,5.518
360254108,5.3,5.39,6.036
360254511,4.502,4.531,5.812
360254994,3.769,3.733,5.375
360255138,4.093,4.16,5.591
360259013,4.512,4.576,5.61
360259229,3.91,3.87,5.422
360263797,5.21,5.336,6.069
360268385,4.903,5.012,5.588
360284300,4.18,4.28,5.215
360310976,5.492,5.626,6.136
360314997,3.43,3.45,5.699
360315461,5.106,5.095,6.039
360319284,4.984,5.024,5.986
360319323,4.994,5.051,5.99
360349882,5.145,5.243,6.164
360427510,5.549,6.003,5.741
360466268,6.529,6.606,7.042
360573708,4.212,4.213,5.584
360578457,3.782,3.797,5.565
360578625,3.37,3.344,5.353
360578907,3.387,3.412,5.445
360583021,3.483,3.584,4.71
360587642,4.529,4.534,5.646
360591860,4.782,4.811,5.721
360595711,3.316,3.36,5.389
360596183,3.578,3.644,4.936
360660371,4.817,4.878,5.999
360673271,5.875,6.007,6.498
360677632,5.717,6.075,5.987
360690414,5.254,5.803,5.453
360698817,5.099,5.185,6.066
360759031,5.302,5.348,6.335
360764170,5.986,6.087,6.654
360773196,6.164,6.283,6.817
360914546,4.481,4.57,5.572
360914617,4.242,4.259,5.673
360927799,3.426,3.388,4.996
360928792,3.616,3.629,5.498
360932188,3.827,3.845,5.625
360941147,5.341,5.434,6.277
360950551,3.646,3.771,4.986
360954739,4.396,4.454,5.367
360958913,4.807,4.831,5.899
361005850,5.771,5.906,6.445
361040812,6.151,6.233,6.715
361104490,6.107,6.447,6.458
361105354,6.159,6.297,6.769
361108721,5.551,5.549,6.426
361259770,3.775,3.817,5.327
361260110,4.197,4.243,5.658
361264970,4.317,4.341,5.533
361269751,3.55,3.535,5.252
361269864,3.892,3.844,5.622
361273559,4.224,4.302,5.686
361298637,5.471,5.493,6.393
361312146,5.673,5.806,6.282
361312808,4.752,4.797,5.721
361341837,5.233,5.284,6.244
361351171,5.391,5.447,6.525
361355033,5.167,5.373,5.967
361364000,6.155,6.367,6.657
361376643,5.656,5.749,6.456
361445621,5.829,5.866,6.513
361451032,6.165,6.306,6.658
361614914,4.028,4.244,5.026
361636071,5.542,5.606,6.501
361640697,4.758,4.802,5.981
361700223,5.443,5.576,6.32
361700674,5.108,5.176,6.116
361704572,5.825,5.942,6.566
361722354,5.612,5.741,6.133
361955066,4.618,4.634,5.73
361955275,3.948,3.927,5.35
361959852,3.699,3.762,5.174
361964228,4.48,4.521,5.697
361964245,4.516,4.597,5.468
361968122,3.766,3.809,5.019
361981338,4.917,4.982,6.071
362007054,4.615,4.642,5.972
362019898,5.365,5.455,6.343
362020664,4.842,4.85,5.955
362024428,4.53,4.528,5.978
362041442,4.574,4.588,5.87
362045855,5.81,5.922,6.552
362299997,5.221,5.337,5.837
362369976,5.248,5.288,6.346
362394990,4.096,4.84,4.235
362395402,5.638,5.67,6.442
362473525,5.739,6.031,6.12
362507326,6.614,6.798,7.17
362689128,3.24,3.252,5.325
362693077,3.237,3.212,5.35
362693473,3.35,3.368,5.268
362697657,3.291,3.298,5.247
362701764,3.348,3.392,5.313
362701875,3.197,3.186,5.132
362701895,3.367,3.389,5.321
362701969,3.41,3.497,5.015
362715189,6.175,6.327,6.935
362719326,5.245,5.681,5.609
362814519,5.923,6.217,6.315
362862047,6.14,6.252,6.804
362866879,5.472,5.522,6.288
363029976,3.308,3.295,5.386
363030024,3.196,3.167,5.312
363030040,3.336,3.399,4.431
363034174,3.278,3.259,5.338
363034211,3.24,3.256,5.306
363034407,3.312,3.292,4.915
363034501,3.178,3.175,5.312
363038752,3.333,3.319,4.919
363038831,3.279,3.28,5.131
363042781,3.257,3.236,5.164
363047222,3.187,3.214,5.214
363370708,3.2,3.221,5.413
363370913,3.322,3.305,5.453
363371001,3.169,3.178,5.475
363375247,3.459,3.504,5.008
363375408,3.162,3.16,5.221
363375475,3.478,3.435,5.272
363379387,4.97,4.979,5.919
363384083,3.238,3.274,5.331
363384090,3.149,3.132,5.149
363384138,3.195,3.187,4.86
363387921,3.256,3.214,5.406
363716151,3.104,3.108,5.468
363716303,3.444,3.684,4.181
363716362,3.118,3.137,4.983
363724985,3.213,3.205,5.115
363724996,3.217,3.203,5.236
363725096,4.992,4.996,5.918
363725201,3.215,3.192,5.316
363725228,3.317,3.362,5.267
363729312,3.389,3.338,5.408
363729314,3.275,3.262,5.331
363733406,3.317,3.313,5.229
364061776,3.244,3.23,5.343
364066029,4.953,4.972,5.973
364070309,3.433,3.437,5.497
364070517,3.253,3.263,5.364
364156501,5.82,5.944,6.337
364217037,5.03,5.034,6.231
364407023,3.346,3.314,5.3
364411143,3.315,3.284,5.364
385132611,3.222,3.226,5.162
385158577,3.293,3.33,4.668
386191185,4.455,4.523,5.755
386280932,6.681,6.708,7.377
386506469,4.591,4.921,4.907
386821054,3.456,3.453,5.199
386821081,3.077,3.056,5.182
386825553,3.743,3.76,5.037
386825636,3.28,3.317,4.957
386825720,3.206,3.185,4.967
386825792,3.168,3.178,5.058
386829647,5.122,5.274,5.767
386833812,3.354,3.776,3.775
386833850,4.514,5.16,4.607
386834269,4.623,5.138,4.834
386838513,3.576,3.63,5.051
386838814,3.581,3.734,4.395
386842280,4.653,4.906,5.225
386847799,4.043,4.723,4.296
386877197,5.578,5.923,5.872
387023620,7.869,8.051,8.301
387166379,4.691,5.41,4.871
387170738,3.57,4.26,3.704
387180418,5.148,5.223,5.803
387180498,3.602,4.049,3.841
387215056,3.512,4.3,3.668
387227028,5.958,6.277,6.214
387364605,7.738,7.934,8.207
387503511,3.476,4.495,3.618
387507495,3.966,4.544,4.146
387512128,5.64,5.833,6.242
387516191,4.354,4.622,4.993
387538632,3.861,3.955,5.035
387556524,4.469,4.545,5.128
387568523,4.259,4.402,5.167
387809633,4.605,4.652,5.726
387870860,3.529,3.765,4.124
387878711,4.739,4.831,5.619
387913101,6.417,6.607,6.938
387913933,6.513,6.662,6.966
387939094,5.465,5.769,5.811
387939267,5.518,5.818,5.839
387943673,5.353,5.631,5.689
387944118,4.691,5.211,4.888
387952104,4.44,5.243,4.53
388012215,6.169,6.263,6.78
388208592,4.586,5.131,4.972
388211850,4.692,4.844,5.445
388246273,5.167,5.23,6.027
388267095,5.029,5.122,5.796
388280029,5.802,6.194,6.18
388280137,5.345,5.535,5.96
388280200,5.349,5.586,5.721
388280249,5.672,5.913,6.098
388280268,5.494,5.922,5.742
388280286,5.479,5.794,5.873
388280297,5.767,6.01,6.18
388280322,4.736,4.747,5.948
388280333,5.397,5.633,5.903
388280381,5.741,5.985,6.205
388280529,5.793,6.109,6.149
388280541,5.925,6.201,6.399
388280610,5.139,5.724,5.415
388284324,4.961,4.977,6.092
388289013,5.39,6.119,5.471
388293131,5.134,5.501,5.478
388513242,4.425,4.532,5.047
388513464,3.334,3.328,5.495
388553520,4.616,4.778,5.349
388565572,4.757,5.075,5.308
388605118,4.799,5.008,5.446
388608485,6.037,6.12,6.764
388612388,6.287,6.476,6.863
388629465,4.158,4.929,4.371
388638672,5.434,5.933,5.633
388854495,3.652,3.677,5.122
388859011,4.452,4.549,5.24
388863775,3.73,3.705,5.325
388877336,4.964,5.032,5.622
388881226,3.888,4.868,3.932
388885518,4.537,4.76,5.307
388898076,3.721,3.877,4.649
388898102,4.646,4.722,5.658
388898107,4.671,4.847,5.485
388898135,4.728,4.905,5.589
388898152,4.644,4.626,5.716
388898153,4.584,4.755,5.439
388898174,4.492,4.559,5.592
388898182,4.19,4.209,5.587
388902666,4.629,4.664,5.799
388902705,4.571,4.577,5.753
388902751,4.55,4.659,5.496
388924424,4.078,4.184,4.896
388954086,5.377,5.738,5.852
388975834,5.736,6.147,6.007
388984132,4.424,5.094,4.644
389195896,4.131,5.07,4.16
389199391,5.698,5.916,6.126
389199936,4.503,5.033,4.908
389200241,4.757,4.948,5.164
389204888,4.458,4.512,5.387
389204929,5.183,5.283,5.913
389205204,4.178,4.495,4.732
389210230,5.001,5.218,5.57
389217959,5.13,5.25,5.935
389239243,4.634,4.707,5.624
389247395,4.89,4.963,6.035
389303772,4.797,4.856,5.961
389307767,5.138,5.182,6.225
389311717,5.441,5.717,5.861
389316722,5.771,6.245,5.915
389316762,5.205,5.319,6.042
389325067,4.788,5.341,4.972
389527383,4.405,4.877,4.522
389536816,4.443,4.566,5.143
389536926,5.267,5.456,5.654
389541075,5.845,5.98,6.231
389545760,5.255,5.402,5.838
389546522,4.804,4.924,5.6
389559112,5.127,5.206,5.639
389563849,4.819,4.943,5.749
389568268,4.49,4.602,5.507
389575937,4.647,4.679,5.877
389589423,3.923,4.857,4.046
389626867,4.088,4.6,4.514
389657555,4.95,5.558,5.104
389661909,5.364,5.459,6.04
389687699,4.943,5.248,5.102
389909109,4.259,4.637,4.781
389917104,3.97,4.101,5.049
389920846,4.417,4.722,4.999
389929872,4.772,4.842,5.811
389934175,4.761,4.805,5.674
389951232,3.808,3.803,5.69
389972823,5.51,5.719,5.954
389976940,5.116,5.472,5.478
390003153,5.056,5.082,6.094
390015588,5.992,6.207,6.292
390024952,5.605,6.001,5.745
390097182,5.95,6.14,6.445
390223560,3.458,3.479,5.213
390245740,3.665,3.681,5.426
390254536,3.589,3.626,5.541
390258187,4.646,4.67,5.789
390271033,4.299,4.302,5.666
390271275,4.033,4.322,4.512
390275105,4.535,4.587,5.714
390279522,4.595,4.723,5.277
390279635,4.714,4.994,5.249
390280026,4.865,4.94,5.918
390330983,5.423,5.787,5.784
390331214,5.948,6.141,6.296
390331583,5.607,6.145,5.81
390344260,5.728,5.986,6.233
390344371,4.261,4.881,4.526
390352384,5.522,5.609,6.279
390356988,5.524,5.967,5.835
390361224,5.225,5.502,5.702
390378650,5.359,5.877,5.556
390447010,5.787,6.141,6.081
390473497,5.772,6.216,5.988
390486371,6.354,6.477,6.864
390560212,3.568,3.564,5.005
390564245,4.67,4.718,5.732
390579059,4.514,4.564,5.71
390586752,3.948,3.962,5.661
390586997,3.638,3.842,4.503
390589591,4.382,4.416,5.804
390590450,4.508,4.896,4.808
390590590,4.509,4.525,5.887
390593931,4.535,4.547,5.732
390594712,4.262,4.299,5.596
390598284,4.402,4.419,5.802
390599010,4.683,4.765,5.74
390599254,3.641,3.676,5.182
390603428,3.204,3.176,5.158
390607680,4.837,4.907,5.531
390612328,4.661,4.668,5.746
390616420,5.523,5.609,6.399
390616496,4.843,4.901,5.888
390628719,4.557,4.55,5.758
390629106,4.711,4.711,5.863
390641835,4.703,4.702,5.74
390667603,5.638,5.742,6.352
390697959,6.066,6.337,6.328
390702220,5.809,6.145,6.09
390706983,5.491,5.988,5.593
390818643,5.834,5.986,6.23
390909624,4.113,4.382,4.791
390910102,4.707,4.929,5.172
390918452,4.586,4.72,5.572
390919468,4.52,4.582,5.534
390919685,4.115,4.105,5.756
390931864,3.582,3.613,5.363
390935343,3.494,3.491,5.314
390935535,3.556,3.572,5.349
390947722,4.951,4.995,5.88
390948259,3.559,3.527,5.174
390948580,3.68,3.72,5.115
390948675,4.622,4.618,5.788
390952738,3.339,3.411,4.426
390953189,3.451,3.559,4.341
390961490,4.48,4.55,5.661
390969969,4.66,4.722,5.86
391016873,5.462,5.739,5.921
391021712,5.075,5.087,5.924
391026123,4.512,5.067,4.747
391034580,5.605,5.993,5.846
391052159,5.352,5.878,5.528
391121098,6.093,6.341,6.59
391124880,6.272,6.578,6.492
391155063,6.249,6.405,6.77
391155165,6.551,6.702,6.99
391273276,3.694,3.707,5.298
391276906,3.282,3.325,5.225
391289383,4.652,4.705,5.722
391289810,4.645,4.652,5.916
391297978,4.878,4.9,5.747
391310849,4.522,4.584,5.335
391311186,4.821,4.926,5.803
391328156,4.061,4.1,5.475
391362634,4.942,5.311,5.143
391496898,5.49,5.554,6.398
391599963,4.421,4.493,5.701
391600399,5.197,5.333,5.924
391604389,4.673,4.676,5.763
391604407,3.532,3.52,5.39
391608263,4.441,4.443,5.617
391609333,3.665,3.629,5.417
391610069,5.316,5.478,5.861
391617921,4.548,4.545,5.735
391618398,4.82,4.876,5.881
391625677,4.224,4.227,5.771
391630222,4.851,4.883,5.944
391631218,3.429,3.515,4.528
391643292,4.534,4.613,5.897
391652073,4.593,4.634,5.6
391716661,3.52,3.506,5.706
391799282,5.974,6.336,6.334
391945237,3.607,3.603,5.405
391949576,4.543,4.525,5.664
391954490,4.346,4.343,5.838
391954889,4.251,4.265,5.631
391958263,4.5,4.516,5.646
391958379,3.926,3.92,5.522
391963473,4.414,4.443,5.715
391971839,4.945,5.026,5.879
391971977,4.672,4.684,6.011
391976125,4.815,4.909,5.661
392002352,3.704,4.368,4.059
392057736,5.88,6.125,6.305
392130578,6.007,6.086,6.586
392285973,4.632,4.659,5.914
392299403,3.874,4.197,4.774
392304239,5.075,5.182,5.932
392307898,3.725,3.713,5.445
392308518,3.857,3.828,5.394
392325540,4.327,4.567,4.842
392325925,5.565,5.666,6.431
392368893,4.249,4.386,5.307
392389970,5.953,6.179,6.53
392399005,5.921,6.069,6.495
392411222,5.492,5.941,5.806
392424485,6.144,6.213,6.679
392445880,5.912,6.191,6.296
392636270,4.294,4.458,4.917
392640591,3.643,3.677,5.351
392645419,4.601,4.583,5.846
392645639,3.464,3.452,5.162
392735903,5.245,5.364,5.746
392748193,6.06,6.224,6.432
392757094,6.121,6.272,6.695
392821837,6.179,6.455,6.553
392985492,3.515,3.529,4.751
393003572,4.223,4.328,5.107
393051378,5.283,5.255,6.264
393055504,4.768,4.812,5.849
393063351,5.96,6.129,6.367
393171256,6.203,6.378,6.768
393210919,6.063,6.121,6.783
393215048,6.302,6.434,7.133
393215059,5.866,6.127,6.215
393340402,4.607,4.63,5.857
393383025,3.227,3.219,5.282
393387426,3.259,3.274,5.36
393404592,4.565,4.636,5.934
393736822,3.201,3.171,5.36
393766777,4.316,4.321,5.7
393776005,5.605,5.824,6.139
393883499,6.072,6.13,6.703
393888286,6.277,6.38,7.076
394060556,3.25,3.22,5.107
394060620,3.247,3.237,5.24
394064790,3.311,3.265,5.234
394069210,3.197,3.194,5.225
394073547,3.367,3.367,5.375
394077610,3.294,3.307,5.295
394081878,3.314,3.325,5.368
394095053,5.811,5.971,6.526
394225044,5.023,5.026,6.247
394397189,3.202,3.19,5.409
394401778,3.154,3.154,5.299
394414724,3.361,3.362,5.308
394414783,3.875,3.922,5.383
394418743,3.216,3.211,5.213
394427392,3.234,3.243,5.05
394755376,3.382,3.369,5.154
394755632,3.653,3.657,5.572
394755645,3.179,3.184,5.369
394755742,3.494,3.435,5.387
394755782,3.167,3.153,5.231
394759626,3.2,3.198,5.238
394759837,3.197,3.172,5.228
394764082,3.249,3.262,5.239
394768379,3.258,3.239,5.152
395105113,3.285,3.279,5.27
415494049,3.183,3.237,4.858
415511327,3.229,3.237,5.236
415835070,3.256,3.299,5.15
415835178,3.204,3.253,4.965
415848195,3.151,3.163,5.223
415848228,3.204,3.206,4.969
415852518,3.194,3.179,5.132
415908516,3.165,3.173,5.309
416189410,3.222,3.213,5.11
416189500,3.224,3.23,5.183
416508862,3.197,3.182,5.114
416642425,7.723,7.981,8.205
416837168,3.172,3.199,5.187
416876055,5.181,5.271,6.05
417143726,5.181,5.788,5.317
417186612,3.082,3.1,4.39
417186656,3.563,3.573,4.968
417190793,3.418,4.867,3.397
417199910,2.105,4.772,2.115
417204164,3.475,4.408,3.573
417204354,3.369,3.538,3.918
417221397,5.383,5.604,6.052
417536905,4.525,5.182,4.666
417540543,3.455,4.464,3.581
417550216,4.158,5.317,4.265
417554241,3.372,3.512,4.28
417558532,3.879,5.144,3.901
417834021,4.444,4.543,5.152
417869138,3.574,3.76,4.19
417882515,3.973,4.675,4.126
417890128,3.343,4.225,3.42
417908800,5.424,5.843,5.684
417998204,7.428,7.569,8.034
418175238,5.435,5.534,6.198
418205694,3.851,4.204,4.193
418214549,4.848,4.867,5.584
418224106,4.102,4.357,4.475
418224293,3.658,4.124,3.948
418224351,4.039,4.248,4.558
418261858,4.124,5.381,4.188
418503161,4.896,5.125,5.562
418511983,4.79,4.857,5.851
418516266,3.855,3.907,5.515
418516470,5.479,5.696,5.941
418552044,4.085,4.354,4.704
418556051,4.864,5.061,5.617
418585726,4.801,4.881,5.477
418607079,5.946,6.085,6.648
418607328,5.146,5.33,5.572
418607477,5.889,6.194,6.215
418611695,5.86,6.181,6.13
418641700,5.241,5.783,5.396
418645869,5.76,6.138,5.938
418861761,4.155,4.209,5.286
418865948,3.583,3.586,5.092
