"bodyid","X","Y","Z"
"1345397640","29187","10022","26743"
"1345061120","32236","11009","18634"
"1345056477","31871","9798","20340"
"1343891368","18580","9277","18312"
"1343550174","20296","9809","19483"
"1342539738","19740","10820","19244"
"1342194347","19988","8628","20768"
"1323454861","18818","9918","18445"
"1323221783","33932","10671","21574"
"1322772113","16506","9303","17493"
"1322177047","31599","10521","18378"
"1322176928","32567","10558","19140"
"1322090599","20326","10828","18903"
"1321749057","31798","11489","18347"
"1321745141","31936","12176","17729"
"1321485893","32599","11327","17495"
"1321162590","32072","11806","17596"
"1320799685","30818","10107","18229"
"1320480289","33454","11106","20926"
"1320044239","19781","8748","19421"
"1313340316","32817","10988","18770"
"1312308001","30870","9486","23866"
"1312169753","18457","10515","18375"
"1311850062","20606","10884","17710"
"1311487571","18363","9898","18128"
"1311168293","21191","9372","19546"
"1310831596","21298","8796","19556"
"1310831585","21987","9191","19387"
"1310831528","19338","8563","19201"
"1310831519","20201","8801","19664"
"1310831514","19684","9043","19857"
"1310831498","20634","9003","19039"
"1310831490","19886","8646","19890"
"1310831405","21082","9756","18866"
"1310822912","20186","9964","18902"
"1310499077","21918","9436","18916"
"1310494524","21403","9325","18720"
"1291374677","17979","10236","18018"
"1291370565","17180","9152","18022"
"1290416713","31567","11422","18907"
"1290015285","16577","9340","18356"
"1289799863","33799","11338","18526"
"1289432358","32119","10310","18391"
"1282991279","31701","10181","18391"
"1282646571","33906","10992","17333"
"1282305753","32144","10130","20362"
"1282300415","31716","9882","20043"
"1281963826","33754","11702","17459"
"1281622703","32932","10638","18185"
"1281618303","33219","10772","18888"
"1280107250","17366","9192","17728"
"1280107204","16350","9956","17488"
"1279775082","16943","9152","18425"
"1279775029","16300","9442","18112"
"1261130127","32837","11076","19218"
"1261130112","34222","10468","21784"
"1261130037","33802","11310","19811"
"1261129711","34205","10932","20108"
"1261044051","17767","9261","18866"
"1260011966","16850","9224","15477"
"1259386264","19710","10902","20195"
"1259058278","32407","10523","20358"
"1258755799","31721","11016","17867"
"1258725200","33003","11064","18127"
"1258682411","19506","8639","19729"
"1258065751","32144","11099","17548"
"1256619187","21245","8663","20008"
"1251952397","33554","11020","17402"
"1251275120","32692","11148","16956"
"1251269930","31849","10242","19761"
"1251265778","31253","10119","17943"
"1251265590","31514","9627","20397"
"1250924355","32752","12052","17718"
"1250920325","31974","12102","18202"
"1250233662","31908","11461","17841"
"1250113288","21775","8514","21126"
"1250113157","21208","9002","21287"
"1249892614","31996","10532","17883"
"1249763369","21375","8619","21409"
"1249763220","21794","8501","22142"
"1249443550","20870","10478","17878"
"1249102842","21021","8943","18173"
"1249098449","20430","8948","18276"
"1249098351","21420","9040","17969"
"1249098248","20928","9281","16621"
"1248770299","21296","9244","17196"
"1248765883","19325","9468","17570"
"1248761685","20928","9946","18126"
"1248424794","19462","8924","17512"
"1248424771","19041","9558","17157"
"1230328538","19795","9009","18951"
"1230095228","33110","11836","19056"
"1230018050","17706","9727","17654"
"1229654578","17140","9075","16622"
"1229309429","15939","8998","18010"
"1227941128","21925","9467","18376"
"1220584946","30654","9080","25267"
"1220581302","33934","11499","16976"
"1220576923","29663","10272","27298"
"1219889738","32194","10705","17399"
"1219880727","31832","12165","17350"
"1219756158","19207","9305","17749"
"1219544166","32344","11409","17842"
"1219410844","18974","9093","17461"
"1219069788","21737","8561","20700"
"1219069439","16609","9346","17078"
"1218733141","19085","9006","17151"
"1218732931","21864","9726","20685"
"1218732781","21205","9493","21632"
"1218732640","19627","9485","15861"
"1218728588","19704","9135","17799"
"1218728570","17349","8754","18634"
"1218728544","21231","8622","21113"
"1218728541","21803","9672","19717"
"1218728463","20850","8690","21339"
"1218516762","31745","10624","17683"
"1217394039","21733","9356","17433"
"1217385603","18922","9623","17428"
"1217385540","19258","9308","17018"
"1217385533","21226","9651","17757"
"1217372569","19512","9092","17342"
"1200092356","20786","9460","19129"
"1200053009","15100","9958","15688"
"1200032115","15856","10232","15718"
"1200027441","34320","10804","19098"
"1199711860","33272","11154","19863"
"1199383911","33430","11124","19234"
"1199383847","32996","10805","19894"
"1199069208","33308","11268","18437"
"1198658803","19769","9538","20314"
"1198654537","18768","8499","19919"
"1197260134","20798","11002","18538"
"1197251489","20465","9802","18249"
"1196573821","16960","9684","16654"
"1196573432","19260","9336","16518"
"1195973360","31541","10996","18352"
"1195891557","19630","10040","18718"
"1195632413","33039","11612","18159"
"1189891402","34275","11492","14692"
"1189887646","31868","10129","18897"
"1189882785","32054","10853","15688"
"1189549476","31218","9969","18285"
"1188716311","19196","8598","19950"
"1188509405","32012","11492","17250"
"1188504924","31747","11704","17118"
"1188371481","20211","8744","20195"
"1188181261","33621","11135","16996"
"1188163963","32268","10948","17833"
"1188043606","20440","8657","21046"
"1187844616","34106","11177","17091"
"1187831582","32955","11154","17421"
"1187693355","21436","8925","18525"
"1169397759","17636","8973","17415"
"1169005415","17392","8401","19893"
"1168664512","33110","11277","19343"
"1168664374","16709","9958","17306"
"1168659995","15867","9607","16896"
"1168340507","33000","11852","19652"
"1168314368","19987","10248","15610"
"1168302280","31088","9590","20334"
"1167969148","20090","9306","19158"
"1167969032","20803","9124","19897"
"1167965225","19921","10012","19377"
"1167593263","15976","9534","17522"
"1167282562","20008","14628","8188"
"1167235720","19212","9761","19318"
"1167235569","18989","9235","18179"
"1167235473","16226","8956","17689"
"1166890100","18012","10050","17536"
"1166328873","34103","11432","18785"
"1164597572","32780","10930","16557"
"1164200688","21330","10100","18563"
"1159530101","32629","10814","17598"
"1158507467","32044","10811","16355"
"1158507458","30288","9142","23721"
"1157000178","22220","8500","21914"
"1156999846","19467","8783","18060"
"1156663078","20047","8889","17503"
"1155652503","20605","9215","17092"
"1155302782","20014","9186","16656"
"1137288015","32483","11428","18888"
"1136545839","18692","10324","17154"
"1136204852","17381","9785","17117"
"1135984965","34350","11544","18404"
"1135881013","20108","9356","18528"
"1135872491","32335","13481","16582"
"1135863959","18368","8589","20552"
"1135518161","20727","8775","19557"
"1135173449","16151","9283","17162"
"1134840743","20804","9188","18551"
"1134581674","32808","12105","17296"
"1134503860","31658","11748","17622"
"1134162552","18350","8502","19474"
"1133484841","21479","9124","19039"
"1132829002","20698","10116","18996"
"1131822530","33274","11896","16604"
"1127808629","32264","10807","16920"
"1127471692","33980","10988","17938"
"1126647624","18546","9381","17687"
"1126310969","21850","8808","19310"
"1126310807","20289","9232","16446"
"1126310776","20474","9716","16798"
"1126310716","22157","8390","23155"
"1126306451","18464","8800","18640"
"1126305687","20144","8743","18530"
"1126301622","20954","8840","18704"
"1126301255","21398","9560","18287"
"1125969082","15075","8959","18386"
"1125964899","20673","8640","21731"
"1125964879","20276","9061","17197"
"1125964814","18104","9073","17759"
"1125964651","17650","9612","15481"
"1125964630","18284","8987","17176"
"1125411720","31747","10735","16119"
"1124255029","18162","9329","16193"
"1107570259","31992","10636","19120"
"1107566171","33722","10946","19106"
"1107233491","32622","11108","18280"
"1105187274","20481","10555","19253"
"1104841576","19338","11149","19330"
"1104837598","18452","8654","19012"
"1104832963","21205","10385","19381"
"1104824699","16801","8944","18112"
"1104824502","20120","10642","19279"
"1104595988","34104","10677","19061"
"1104491936","20424","9340","18130"
"1104159537","31751","11848","17985"
"1104155523","20420","11208","18476"
"1103810192","19584","10148","16438"
"1103468882","20796","10161","18452"
"1101850199","32150","11830","18954"
"1100797044","20146","10868","17104"
"1100796838","18011","10028","16098"
"1100788127","31999","12838","18102"
"1094934199","18595","9181","16419"
"1094722478","32470","10876","16175"
"1093552596","17776","9208","16174"
"1093216022","18151","9377","15840"
"1076198559","31248","10562","18078"
"1076185604","33661","10616","21211"
"1075598224","20656","9171","20342"
"1073461640","21844","9107","18267"
"1073457310","18954","9224","18726"
"1073129213","32260","11844","18027"
"1072779568","20392","9052","21156"
"1072106313","20490","10484","18598"
"1070784934","31514","12478","17972"
"1070430962","32259","10213","20745"
"1070098366","32158","13231","14370"
"1066420480","32749","11356","17947"
"1064577636","17802","9852","16575"
"1062526223","18689","9396","15824"
"1045141938","32767","10545","18750"
"1044922311","18812","8380","19158"
"1044822631","32665","11820","18004"
"1044805646","32608","11788","18466"
"1041485380","32321","11450","18313"
"1039413386","17464","9809","15808"
"1032643905","31663","10918","15523"
"1014465666","33742","11228","19491"
"1014465588","33448","11560","19758"
"1014457195","33348","11590","19336"
"1014223948","18913","10439","18772"
"1013779115","32925","11170","19708"
"1011413348","21846","9987","18221"
"1008369709","34139","11321","16551"
"1008041892","21133","9679","17134"
"1002507170","16261","9189","15643"
"983093876","32870","11597","18628"
"979022908","21798","8768","19866"
"978724517","32562","11772","17488"
"978358080","32662","12384","13306"
"978021140","21747","10508","18724"
"977667682","31462","11868","18592"
"977663849","32000","12537","18592"
"948709216","20232","10864","19878"
"948708664","32284","11363","17335"
"948017897","33012","11820","17860"
"946641278","32744","11642","16750"
"946641153","32068","10667","20122"
"946304445","19369","10077","17501"
"946300031","33189","11833","17146"
"941132430","19342","10280","14013"
"941123943","17380","10742","14711"
"917674256","30321","16411","12264"
"917669951","34016","11764","17890"
"917311549","20606","8786","19940"
"916305060","17427","10003","15251"
"915943091","30464","11524","17562"
"915623433","19427","8730","18709"
"915610256","30416","10394","17582"
"915277883","19988","10430","18061"
"915273354","19562","9226","18384"
"911578483","29457","17488","7711"
"890425079","20429","9525","18935"
"886281163","30896","11135","17390"
"886280796","31869","11553","15803"
"885257867","18402","11303","15150"
"885253510","31248","12094","17630"
"795291970","20127","9182","17952"
"794945765","19309","9112","19522"
"702389193","33983","10610","20857"
"701366259","34307","11242","18778"
"700683875","33127","10590","19376"
"357573309","34295","10473","20481"
"327565511","33596","10688","18768"
"326875404","33733","10509","19323"
"326525255","32000","10590","18502"
"326184549","32919","10619","19044"
"296531421","32907","11535","19221"
"295490863","32064","10130","19225"
"295490804","34328","11268","20546"
"5813019877","22980","13908","13422"
"512048416","22912","13217","11024"
"451689001","22175","13320","16328"
"5901221363","23164","13710","10025"
"5813071288","22400","13756","9556"
"5813057148","23496","13734","12810"
"5813035236","22195","14742","9412"
"5813010979","23099","13910","11921"
"5812980501","23951","11047","14346"
"915188031","23771","14988","11212"
"758320421","22877","13018","11576"
"727280915","23458","11342","14832"
"665552356","23683","10876","16075"
"662197764","23832","13823","9753"
"603466235","23984","11616","14646"
"576260070","23342","14010","11428"
"512079523","22656","14275","11080"
"450008671","22731","14318","9095"
"420347360","22936","13310","12988"
"389687699","24502","13280","11100"
"386506469","24196","12750","12314"
"356517307","22980","13482","11724"
"327255181","23006","11783","14989"
"297588995","23665","10981","15427"
"296859438","23644","14294","11112"
"5813089132","24008","28157","27011"
"1481736987","25225","29516","22672"
"577611074","24126","27418","27816"
"451080648","25028","28704","24890"
"327847540","23679","28829","25881"
